Year ,Region,Sum of AveragePrice,Sum of DetachedPrice,Sum of SemiDetachedPrice,Sum of FlatPrice,Sum of TerracedPrice,Sum of MortgagePrice,Sum of FTBPrice,Sum of FOOPrice,Sum of CashPrice,Sum of NewPrice,Sum of OldPrice
2022,,1896264.879,3049506.606,1744856.66,1025033.213,1351119.681,1960329.808,1623635.592,2143134.568,1753453.224,2200267.435,1864650.911
2023,,501393.179,811873.1843,460282.5712,267173.7474,356679.938,519061.7798,428763.6903,567406.8255,461787.5246,207110.1815,164159.6751
,Stoke-on-Trent,16642340.8,26495152.73,17194586.67,11328237.51,13654956.81,15004269.41,13297483.54,15718655,13483191.73,23249866.21,16073330.65
2010,,1102448.413,1730363.371,1121137.339,795652.8891,918030.1867,NAN,NAN,NAN,NAN,1478026.863,1088139.851
2011,,1048056.695,1664100.191,1070444.243,753134.9709,866281.1219,NAN,NAN,NAN,NAN,1445807.045,1032441.641
2012,,1057609.301,1664249.887,1083048.763,752214.542,876669.783,1092063.113,971507.6149,1145527.173,988296.3051,1444577.2,1042334.702
2013,,1071185.084,1690911.975,1099322.369,751059.2802,885933.7717,1107778.502,983176.7466,1161679.54,999326.5896,1475138.911,1054776.207
2014,,1104787.634,1741008.557,1135124.992,769017.5261,913526.2548,1141940.677,1015183.6,1197005.729,1031683.905,1535515.63,1087022.004
2015,,1146591.638,1816747.533,1182326.169,794122.2018,942723.1196,1185791.713,1052874.738,1243043.018,1069615.233,1594890.514,1128000.92
2016,,1210713.045,1926184.301,1249652.242,838893.1724,992693.7201,1252186.285,1111444.345,1312903.695,1129287.778,1702737.896,1190424.267
2017,,1256539.053,2008949.643,1297827.488,886313.0926,1025903.72,1300306.282,1153024.621,1363012.273,1170754.144,1791071.385,1234073.809
2018,,1307832.861,2089344.739,1356213.049,903145.993,1065963.096,1353944.634,1200439.755,1418178.896,1217418.433,1891362.241,1284046.057
2019,,1345086.048,2148770.963,1399382.051,912163.2882,1094567.013,1392854.802,1233835.161,1458929.75,1251723.727,1944637.742,1320775.515
2020,,1374903.914,2199537.935,1433310.776,908256.3421,1118521.383,1424939.464,1260994.861,1491544.134,1277048.782,1986796.984,1351389.549
2021,,1520683.775,2439156.992,1580606.487,974429.5906,1243690.004,1576381.312,1394252.83,1650368.186,1411680.356,2223719.622,1492738.853
2022,,1659233.118,2671255.766,1730666.98,1019786.821,1354898.699,1722695.72,1520641.469,1802152.972,1532963.885,2501217.168,1624984.29
2023,,436670.2211,704570.8782,455523.7204,270047.8,355554.9409,453386.9007,400107.8032,474309.6359,403392.5914,234367.0132,142182.9845
,Stratford-on-Avon,46707525.31,71639624.3,43230712.94,25201760.85,35708792.53,41319790.04,32260068.11,45739090.46,40456776.35,60066467.98,44377992.17
2010,,2889100.994,4351869.682,2640129.48,1664392.129,2232458.384,NAN,NAN,NAN,NAN,3510356.436,2809588.635
2011,,2837893.562,4318290.507,2588116.25,1613101.257,2177606.503,NAN,NAN,NAN,NAN,3558003.377,2757756.39
2012,,2926083.36,4438695.764,2677985.363,1647839.59,2259278.074,2963845.072,2332993.77,3281388.21,2927920.12,3677113.234,2843117.583
2013,,2951957.666,4484690.37,2708095.355,1640746.265,2279535.67,2966631.847,2331269.907,3284663.645,2927121.577,3726193.711,2866397.82
2014,,3234020.496,4902263.889,2981494.418,1792347.769,2495791.167,3251190.829,2560939.534,3593563.398,3204775.889,4130332.326,3136941.034
2015,,3445569.529,5243268.226,3178024.075,1896881.786,2651560.642,3464664.072,2725318.634,3831118.928,3413077.648,4416856.948,3340739.105
2016,,3533107.269,5387498.787,3265159.744,1941266.572,2708278.066,3555328.933,2796165.307,3927503.547,3495335.115,4590557.448,3419954.124
2017,,3649170.003,5581016.164,3368824.201,2029596.411,2773783.496,3671840.314,2885678.57,4057607.865,3610615.468,4790620.543,3523281.804
2018,,3796089.79,5817779.922,3523180.548,2069388.519,2887889.774,3823792.944,2995320.27,4226424.928,3749051.472,5038682.08,3665526.521
2019,,3795849.396,5831479.649,3531451.116,2040297.965,2890517.125,3825046.019,2989051.24,4231305.147,3746180.736,5058887.151,3662843.813
2020,,3752441.694,5779241.39,3505581.635,1971219.337,2865122.202,3784942.282,2946763.723,4189819.543,3697003.254,5012445.235,3620685.051
2021,,4149725.811,6456758.409,3875878.573,2104918.86,3157493.142,4192137.035,3238368.307,4651002.197,4075457.97,5624513.092,3988955.617
2022,,4584642.461,7208641.579,4295439.217,2232262.427,3459987.355,4641708.787,3556752.248,5157574.808,4479337.147,6360597.854,4375017.275
2023,,1161873.284,1838129.966,1091352.963,557501.9596,869490.936,1178661.903,901446.6062,1307118.238,1130899.955,571308.5481,367187.3933
,Stroud,40228899.27,61580647.26,37739196.95,22002501.47,30951292.16,35564915.44,27700949.1,39573684.05,35047642.04,51118109.09,38573444.33
2010,,2441327.753,3673264.732,2264552.524,1431797.768,1897850.853,NAN,NAN,NAN,NAN,2981498.576,2396187.494
2011,,2418647.196,3667062.787,2236911.605,1397639.317,1873482.545,NAN,NAN,NAN,NAN,3032983.61,2368732.993
2012,,2436565.823,3687073.539,2263959.82,1389793.617,1892719.327,2444766.227,1919744.241,2718494.091,2428940.579,3025855.86,2389223.382
2013,,2471567.708,3742743.296,2298639.543,1393893.02,1921396.154,2479768.972,1944631.433,2756213.81,2458746.338,3094813.305,2420173.789
2014,,2624174.046,3972331.157,2448836.546,1475395.95,2036548.038,2635048.259,2068493.795,2923816.168,2606968.223,3318234.924,2565650.554
2015,,2787624.41,4238470.672,2603910.251,1558127.712,2153534.406,2798856.718,2194417.464,3107943.116,2769883.488,3520356.631,2724634.715
2016,,2980546.904,4536939.69,2787904.097,1664209.397,2297285.886,2993760.266,2347651.364,3322177.276,2959687.947,3803359.43,2910145.702
2017,,3216945.459,4904777.667,3010172.972,1813524.534,2461913.861,3230961.654,2529536.79,3587815.714,3195085.729,4144849.956,3133313.499
2018,,3292044.818,5033373.145,3095115.89,1820219.243,2519547.421,3309435.523,2583998.087,3675646.236,3264505.29,4308108.177,3204527.942
2019,,3340179.164,5119473.617,3150392.78,1819756.797,2556197.882,3358691.069,2617230.407,3733888.33,3310484.161,4383457.19,3250769.25
2020,,3463286.359,5331165.011,3271850.846,1843360.249,2655436.28,3483192.693,2705975.203,3879895.522,3431432.811,4556819.822,3378373.131
2021,,3615104.411,5617942.009,3417201.614,1862862.319,2768044.323,3639756.426,2810865.013,4065227.346,3573416.914,4815620.717,3518891.117
2022,,4118592.123,6448658.455,3915271.745,2034526.331,3140676.412,4156342.664,3187696.394,4648430.01,4048816.468,5633387.062,3983068.674
2023,,1022293.101,1607371.486,974476.7184,497395.2165,776658.775,1034334.974,790708.9091,1154136.427,999674.0902,498763.8277,329752.0901
,Suffolk,34867217.41,52772810.64,32988603.27,19835911.93,27084364.75,30652995.85,24790446.89,34548419.73,31015639.76,44202967.23,33725926.23
2010,,2049378.213,3063433.101,1919732.707,1245916.743,1600406.445,NAN,NAN,NAN,NAN,2543031.25,2024344.122
2011,,2026857.423,3054585.532,1892846.372,1224746.084,1572549.335,NAN,NAN,NAN,NAN,2573737.738,1997822.838
2012,,2061313.879,3095588.525,1932413.036,1230859.488,1604770.117,2048213.917,1666301.553,2310010.823,2086312.823,2598184.494,2033049.172
2013,,2095954.147,3147398.379,1967974.601,1235275.471,1634471.495,2082104.073,1693224.905,2346893.327,2118203.846,2665212.795,2065777.582
2014,,2260770.39,3391329.452,2129385.253,1327710.399,1762110.131,2248427.845,1826484.888,2531420.778,2280818.367,2874020.252,2228279.919
2015,,2429389.153,3664248.244,2289947.76,1414515.639,1885199.77,2415358.958,1959297.506,2722809.78,2452037.851,3069289.327,2395107.432
2016,,2628909.93,3966959.835,2483751.587,1534878.256,2033362.653,2616031.858,2119906.832,2946679.499,2649638.537,3353821.974,2590246.216
2017,,2812056.64,4249926.104,2656127.965,1665743.572,2161306.735,2798502.447,2264826.813,3154187.914,2834395.345,3615652.427,2769183.766
2018,,2905959.342,4402137.014,2759937.277,1690237.463,2231753.899,2891452.991,2333962.615,3265506.538,2929974.366,3729065.237,2863036.445
2019,,2925526.198,4416962.109,2784733.053,1654390.038,2270592.555,2915019.77,2360565.286,3274487.429,2941608.971,3819019.102,2877723.56
2020,,2971655.902,4500480.263,2832939.302,1627100.908,2318267.015,2961640.085,2393675.131,3330996.492,2987292.408,3880800.433,2924442.967
2021,,3210704.027,4906211.557,3053389.326,1698007.486,2509528.762,3200279.878,2577823.138,3608540.812,3227600.234,4234439.235,3155569.808
2022,,3572985.695,5499774.953,3410548.284,1822821.423,2787561.421,3562031.995,2860979.588,4025240.73,3589683.5,4804820.446,3499753.638
2023,,915756.4705,1413775.57,874876.7525,463708.9644,712484.4162,913932.0379,733398.634,1031645.606,918073.5155,441872.5255,301588.7637
,Sunderland,18243214.09,33057902.25,18693812.27,12115295.21,14988275.48,16242739.27,13630045.89,17514035.28,14311420.35,29213429.15,17193037.92
2010,,1344679.459,2385189.486,1360055.636,942592.3202,1115022.175,NAN,NAN,NAN,NAN,2047377.731,1294779.915
2011,,1295916.155,2335200.597,1312349.371,904704.4262,1069048.704,NAN,NAN,NAN,NAN,2040727.923,1244456.884
2012,,1262307.124,2246403.3,1281212.982,872475.4841,1046626.557,1305745.671,1102861.607,1410069.436,1165142.653,1971633.447,1213434.549
2013,,1255264.302,2247214.642,1275395.182,855737.857,1039119.424,1303383.287,1097756.535,1408265.925,1159127.587,1976316.406,1205463.288
2014,,1279962.134,2285336.502,1304397.62,867903.4364,1059471.694,1329047.205,1121814.819,1433547.138,1181901.515,2024106.521,1228479.536
2015,,1297019.85,2324808.662,1326571.975,875115.8066,1069023.95,1347738.133,1135608.577,1453789.881,1195691.622,2055525.046,1244048.709
2016,,1338988.831,2414271.494,1370411.546,899292.9101,1101104.215,1391633.924,1172225.172,1500959.596,1233837.772,2155038.506,1282477.134
2017,,1358813.721,2469442.451,1389883.506,924917.9827,1110525.139,1412563.002,1187713.117,1524649.355,1251608.925,2232887.454,1298998.185
2018,,1382509.89,2513263.065,1420705.645,926882.6811,1129159.717,1437660.635,1208091.972,1551658.312,1272489.565,2294468.776,1321341.286
2019,,1392538.02,2535123.619,1436947.008,917354.2854,1135588.605,1450281.54,1216615.943,1562573.097,1277617.392,2329814.091,1329262.166
2020,,1412134.738,2579387.017,1460600.704,907242.4968,1151944.473,1472836.035,1232976.572,1585688.957,1290872.207,2366260.481,1348079.263
2021,,1547453.777,2849012.973,1599396.731,966018.8162,1266713.503,1616389.245,1348748.101,1741258.169,1409023.24,2617849.392,1475201.85
2022,,1654762.246,3078182.284,1718644.376,1001797.53,1352736.06,1733954.943,1439999.821,1866022.679,1494994.558,2842714.378,1572883.67
2023,,420863.8459,795066.1583,437239.9915,253259.1758,342191.2675,441505.6476,365633.6569,475552.7394,379113.3088,258709.0011,134131.4893
,Surrey,63781070.82,115393168.8,65680317.95,37465148.27,52989490.85,57293177.69,42283805,66607192.12,54852425.94,69338493.29,62455300.23
2010,,3587186.835,6414760.852,3612476.394,2215665.716,2950205.602,NAN,NAN,NAN,NAN,3754388.956,3582531.857
2011,,3594776.519,6510764.423,3613654.541,2191959.794,2942768.542,NAN,NAN,NAN,NAN,3876427.818,3583143.004
2012,,3715920.485,6694754.504,3755464.865,2247941.556,3070523.892,3749462.33,2789454.586,4358613.11,3637026.276,3973520.394,3706394.723
2013,,3864990.485,6988240.281,3914847.595,2311810.182,3208103.033,3903029.73,2890604.038,4539891.191,3770907.824,4118700.638,3856358.759
2014,,4319755.284,7743331.827,4399955.935,2588207.547,3598593.233,4367376.997,3246069.302,5060845.088,4202223.307,4642376.83,4307097.434
2015,,4742873.93,8504035.11,4844070.898,2834360.235,3949153.949,4796862.414,3561804.984,5558437.992,4609709.088,5110856.268,4727236.71
2016,,5182247.096,9250091.948,5312510.667,3103255.693,4311024.019,5243771.696,3903208.498,6063496.343,5030622.857,5644780.003,5162605.954
2017,,5293746.77,9433853.182,5418793.694,3196720.451,4370885.634,5353042.521,3994595.261,6185339.185,5148520.512,5876912.17,5269348.11
2018,,5332184.936,9554633.455,5500814.65,3171547.405,4416883.287,5393755.123,4006320.522,6248866.332,5180550.08,6010814.742,5304929.169
2019,,5270434.765,9470022.164,5467157.158,3099824.799,4380839.248,5336731.511,3948099.503,6189707.397,5104413.544,5955069.224,5243290.829
2020,,5374571.154,9735162.891,5609613.954,3097795.183,4488628.924,5446271.306,4006268.113,6335350.954,5192717.864,6045421.474,5350123.419
2021,,5715538.169,10541833.05,5987067.75,3197034.682,4782334.556,5796616.363,4223514.231,6781075.659,5505738.083,6491951.58,5684822.061
2022,,6198352.762,11585994.81,6558594.233,3351820.421,5191053.706,6293125.869,4547575.675,7392112.234,5947166.119,7180559.582,6150919.652
2023,,1588491.634,2965690.292,1685295.619,857204.6113,1328493.226,1613131.836,1166290.292,1893456.638,1522830.384,656713.6125,526498.5528
,Surrey Heath,56697782.96,92362610.3,52918159.99,32649183.19,45095563.5,51235245.42,36718860.28,59082385.67,47477611.6,40509397.31,56585231.77
2010,,3311876.776,5311103.377,3024600.786,2025780.883,2645249.432,NAN,NAN,NAN,NAN,2243595.893,3362291.912
2011,,3233741.821,5248886.659,2941526.613,1952229.727,2563365.128,NAN,NAN,NAN,NAN,2313368.354,3278505.847
2012,,3338370.482,5403737.182,3057098.81,1996077.307,2660986.883,3396845.163,2461666.913,3910294.106,3186681.498,2351013.288,3389914.993
2013,,3485650.413,5660021.215,3202351.051,2057692.063,2779498.74,3552796.923,2562760.085,4094695.72,3326806.614,2446160.488,3543199.328
2014,,3853394.266,6225023.405,3570872.056,2265260.772,3082866.735,3930304.243,2842124.682,4520319.709,3670433.628,2717484.883,3916414.069
2015,,4274550.705,6925968.934,3972581.712,2496360.439,3419985.082,4361754.875,3145308.416,5019980.501,4067188.436,3001491.34,4346167.269
2016,,4628495.509,7489439.73,4313680.355,2708057.118,3691640.84,4723825.845,3410064.351,5431926.056,4401939.596,3292184.609,4703354.559
2017,,4669463.201,7534783.601,4341401.121,2762277.402,3693102.525,4764200.481,3450472.418,5470370.088,4444545.751,3391905.148,4740259.929
2018,,4715273.168,7643734.128,4420333.412,2745615.759,3730328.578,4816084.367,3467727.167,5539727.335,4472578.841,3469014.292,4785230.469
2019,,4700220.261,7632578.6,4424900.613,2706077.294,3731209.646,4803632.743,3447451.282,5531386.046,4448667.283,3495764.996,4766492.652
2020,,4653558.303,7607547.613,4388618.664,2626717.809,3703373.481,4758347.807,3393823.073,5495411.567,4395842.579,3464292.154,4727155.989
2021,,4986108.978,8253970.098,4716345.148,2715671.308,3965475.738,5104375.166,3609731.729,5915092.988,4684512.965,3759922.547,5057409.399
2022,,5442487.636,9086617.196,5196971.003,2855374.124,4317105.181,5581854.637,3914833.275,6482865.263,5071702.647,4181275.614,5497873.384
2023,,1404591.443,2339198.562,1346878.651,735991.1869,1111375.507,1441223.17,1012896.889,1670316.288,1306711.765,381923.7073,470961.9749
,Sutton,52645325.9,120629453.8,73350025.74,37550160.67,51442155.26,48105133.69,39685663.5,55331134.45,43509213.44,53906449.8,51738258.51
2010,,2801873.298,6270046.299,3793325.373,2083438.978,2673366.081,NAN,NAN,NAN,NAN,2836909.26,2799467.797
2011,,2796320.148,6380402.604,3812351.141,2062100.726,2662871.003,NAN,NAN,NAN,NAN,2877916.228,2793090.993
2012,,2866106.125,6472173.23,3918298.025,2097731.747,2758167.224,2919871.382,2424005.972,3342889.248,2665002.471,2907981.568,2865698.733
2013,,3024034.127,6880172.623,4152907.596,2195817.892,2920613.481,3088891.869,2558175.775,3541182.477,2814510.277,3076079.466,3023647.52
2014,,3493584.675,7881101.701,4796676.015,2534572.242,3388877.133,3570147.846,2961667.263,4083829.084,3245967.627,3569946.223,3492509.751
2015,,3875185.661,8758558.795,5336512.726,2805389.707,3760357.544,3960595.815,3283892.936,4531491.561,3599193.328,3970123.055,3872213.885
2016,,4383637.57,9869895.063,6039319.264,3177729.518,4249330.959,4478779.308,3719408.852,5120013.964,4075992.578,4531214.413,4378868.518
2017,,4523095.003,10148901.37,6192812.691,3307296.549,4352374.087,4618028.319,3843698.519,5274341.522,4217399.426,4784404.257,4514789.784
2018,,4551532.044,10318471.11,6317719.565,3281062.675,4426524.823,4649971.537,3853529.824,5330553.43,4231646.873,4784025.038,4552848.289
2019,,4459167.078,10149678.08,6227901.115,3186307.988,4365599.248,4558436.999,3769637.192,5232484.763,4132958.829,4728817.873,4457346.534
2020,,4544990.345,10482992.6,6422696.793,3188066.026,4488892.208,4650339.021,3824080.011,5364575.349,4191816.885,4734188.397,4549599.192
2021,,4826565.303,11400949.31,6894465.143,3306285.003,4820989.866,4943643.348,4038851.192,5736033.261,4423812.357,5116545.449,4825183.204
2022,,5171444.717,12424965.04,7511873.673,3441540.399,5233039.617,5304388.529,4303954.427,6185453.973,4704049.554,5487832.969,5168917.749
2023,,1327789.802,3191145.935,1933166.621,882821.2234,1341151.982,1362039.72,1104761.542,1588285.823,1206863.237,500465.6092,444076.5593
,Swale,34453070.45,55238045.35,35798650.22,20514162.06,29733149.21,31066123.95,26012010.52,34899301.67,29686826.17,41158051.06,33275875.6
2010,,1925114.213,3026663.02,1977139.468,1220762.077,1665518.326,NAN,NAN,NAN,NAN,2215873.211,1905312.104
2011,,1893252.791,2998905.42,1946458.278,1192104.59,1633071.767,NAN,NAN,NAN,NAN,2237441.513,1866016.648
2012,,1912285.195,3015446.733,1969798.839,1188926.321,1656876.637,1929442.798,1626236.96,2163743.262,1858548.829,2251863.47,1885422.475
2013,,1967505.475,3104959.515,2029134.575,1207475.663,1707075.694,1992654.158,1677771.649,2232658.095,1914397.264,2326458.384,1938981.327
2014,,2171973.536,3431326.165,2242747.133,1326443.493,1883964.202,2200861.404,1854205.273,2462929.049,2111206.08,2582711.875,2139225.506
2015,,2329759.39,3705211.564,2410600.779,1414852.615,2013943.411,2361043.506,1984881.154,2645684.141,2264019.101,2763256.589,2294489.575
2016,,2606464.049,4155823.097,2699708.375,1583506.208,2248166.218,2640904.799,2221146.592,2959336.501,2534072.825,3115045.411,2565191.555
2017,,2842950.364,4544931.555,2940874.922,1750655.455,2441248.434,2880482.246,2420445.805,3229985.778,2764299.032,3438240.615,2793359.617
2018,,2990524.558,4796946.409,3105703.167,1806353.079,2568613.364,3031551.068,2543257.507,3400441.947,2903961.128,3681640.723,2935650.389
2019,,2990046.06,4805337.742,3115761.185,1780528.22,2569811.381,3031778.995,2540120.583,3403782.157,2901486.532,3702376.917,2933956.936
2020,,3017309.507,4875761.556,3155537.515,1750480.17,2597114.518,3061957.465,2556179.55,3445528.427,2920476.144,3740025.687,2965005.228
2021,,3249364.541,5295615.771,3402594.827,1823699.48,2807585.969,3299548.458,2745633.044,3721814.35,3139000.724,4056229.233,3191118.231
2022,,3628566.499,5950254.978,3822276.815,1969166.352,3140760.981,3690939.44,3060242.272,4166949.2,3486847.828,4620357.612,3554206.672
2023,,927954.2755,1530861.828,980314.3396,499208.3391,799398.304,944959.6166,781890.137,1066448.767,888510.6804,426529.8189,307939.3393
,Swansea,22856627.55,36108557.09,23523689.48,14560319.01,18528635.15,20341509.53,18040844.17,22286473.05,18885022.68,26791169.6,22293546.82
2010,,1552475.136,2411423.847,1577505.119,1044060.037,1265792.396,NAN,NAN,NAN,NAN,1754689.515,1547536.777
2011,,1499629.389,2352992.272,1524002.681,1010822.369,1213367.409,NAN,NAN,NAN,NAN,1746602.881,1487217.457
2012,,1479141.938,2309070.257,1508910.319,979773.9539,1206104.278,1514755.038,1351640.041,1656973.933,1417337.029,1701053.76,1470042.08
2013,,1495641.286,2338683.823,1528605.869,981162.0411,1219202.463,1532704.293,1365351.337,1678464.374,1432565.413,1728700.495,1486232.527
2014,,1569328.115,2452082.802,1607995.832,1020971.753,1280678.475,1609257.326,1433186.184,1760549.509,1501493.072,1825001.443,1558680.54
2015,,1573474.96,2471935.448,1614092.89,1020782.493,1278087.975,1613342.705,1435877.292,1766653.734,1505728.841,1823796.856,1562571.28
2016,,1633415.885,2573504.958,1677289.04,1057019.002,1323867.699,1675361.528,1490244.572,1834448.393,1562172.759,1915265.341,1621165.32
2017,,1688839.256,2669044.216,1732566.747,1109423.22,1361492.281,1732131.455,1539759.302,1898288.165,1615377.474,2012411.745,1674873.858
2018,,1754983.952,2778019.447,1809856.236,1129005.464,1415897.947,1802114.898,1598791.513,1974651.833,1675074.551,2119037.168,1739555.909
2019,,1790620.806,2835790.981,1852154.913,1138893.273,1443986.462,1839519.191,1630810.734,2015590.704,1707696.155,2167075.215,1774708.007
2020,,1860894.47,2952888.696,1930364.45,1160320.412,1502627.981,1913193.236,1694251.494,2095584.316,1772106.803,2247960.749,1843873.67
2021,,2077747.4,3321071.24,2155877.065,1249389.836,1684478.069,2138630.833,1888669.691,2344567.156,1973220.966,2555451.42,2056911.338
2022,,2305403.405,3713040.303,2403913.47,1330191.959,1868053.122,2377278.374,2091413.058,2608919.732,2179240.251,2929423.356,2278150.803
2023,,575031.553,929008.7956,600554.8479,328503.203,464998.5885,593220.652,520848.9533,651781.1998,543009.3627,264699.6566,192027.2539
,Swindon,30564460.21,52569238.72,33225179.87,19775370.37,26615256.87,27537556.65,23276508.59,31020689.31,25571179.35,39261387.49,29418903.34
2010,,1786139.819,3011558.788,1906556.95,1223555.195,1557148.364,NAN,NAN,NAN,NAN,2210054.064,1764404.614
2011,,1749184.269,2978199.775,1867359.096,1195982.542,1516759.503,NAN,NAN,NAN,NAN,2231047.912,1717324.4
2012,,1761205.756,2979758.584,1886050.751,1188184.05,1536800.653,1791224.762,1524113.152,2013110.747,1680280.107,2226547.301,1732129.987
2013,,1823544.875,3092802.013,1958153.257,1215296.496,1592032.949,1854945.22,1575954.619,2085070.946,1735901.795,2314942.11,1792383.822
2014,,1945872.307,3292602.906,2094340.315,1292057.977,1700023.942,1979854.406,1683648.964,2222570.192,1850983.709,2482867.1,1911226.744
2015,,2128834.451,3617788.779,2297737.697,1407803.005,1855922.584,2166373.362,1840068.774,2433708.458,2024048.358,2717184.622,2090730.371
2016,,2384645.066,4068072.92,2579102.007,1574320.777,2074244.341,2426705.517,2061400.721,2725884.107,2267241.558,3084870.856,2339617.836
2017,,2507242.421,4292584.544,2712775.574,1670489.397,2167814.493,2550323.871,2165751.033,2867148.264,2387163.257,3278134.369,2457529.311
2018,,2601535.573,4472343.908,2835106.134,1700078.2,2256572.31,2647864.76,2241865.914,2982632.721,2472080.128,3429997.84,2551184.087
2019,,2569935.847,4431854.467,2813508.179,1657356.73,2231061.817,2617071.764,2212095.618,2949494.066,2437424.557,3406009.509,2518429.013
2020,,2607256.187,4515439.155,2866513.659,1644045.115,2272702.484,2658068.513,2240420.469,2998170.191,2460172.987,3450795.592,2554932.397
2021,,2774617.084,4858655.386,3052593.563,1696823.646,2426775.552,2832313.664,2378247.678,3199731.532,2603018.201,3738174.691,2710624.373
2022,,3097825.206,5482791.574,3437128.364,1823605.293,2709059.73,3167186.312,2647125.815,3585567.424,2884998.284,4290315.327,3014580.337
2023,,826621.3515,1474785.924,918254.3291,485771.947,718338.1482,845624.4974,705815.83,957600.6667,767866.407,400446.2001,263806.0471
,Tameside,21915141.92,37019782.97,23788183.8,14973300.06,18264807.99,19844796.27,17359416.59,21452617.02,17814719.05,28273704.96,21026062.48
2010,,1345114.74,2211542.876,1438395.971,978672.4682,1132371.178,NAN,NAN,NAN,NAN,1667214.681,1321831.033
2011,,1315332.061,2201996.717,1411174.772,953535.2662,1100069.853,NAN,NAN,NAN,NAN,1679486.88,1288458.896
2012,,1293979.006,2150115.72,1389303.179,923518.6275,1086777.056,1327379.569,1166060.177,1435734.61,1203636.545,1638291.822,1268823.224
2013,,1310294.451,2186750.753,1410071.513,924152.0825,1099431.416,1348735.871,1182859.552,1457840.06,1217452.24,1670074.77,1284501.912
2014,,1371013.111,2286461.364,1476329.41,960760.4701,1151113.961,1411036.991,1239752.821,1523225.715,1274284.715,1755587.354,1343674.692
2015,,1433689.514,2406942.787,1548768.285,996882.8319,1199410.45,1475468.848,1295049.527,1594526.321,1332672.061,1835481.972,1405190.662
2016,,1537223.237,2590347.531,1663034.506,1066018.861,1283427.424,1582211.083,1388751.688,1709439.22,1428474.815,1989092.499,1505387.88
2017,,1644013.105,2785201.749,1782246.246,1160463.621,1364535.236,1692873.837,1484350.196,1829071.79,1526077.563,2153162.731,1606153.091
2018,,1730901.74,2934448.251,1883064.971,1197464.254,1435823.305,1783225.823,1561060.539,1928048.614,1604700.24,2288103.082,1691622.39
2019,,1811579.048,3070769.217,1978036.066,1230637.194,1501432.253,1867574.306,1632925.651,2018174.776,1676486.962,2413299.102,1769747.426
2020,,1893153.178,3216337.632,2072765.998,1259690.194,1569172.563,1953079.22,1704598.52,2112526.431,1748529.497,2530361.488,1850514.417
2021,,2154172.347,3684047.673,2354205.225,1398240.119,1791085.453,2224077.066,1938622.214,2405934.211,1984713.11,2919697.49,2103039.634
2022,,2446027.487,4208631.999,2688233.123,1532509.512,2029812.379,2528866.775,2200317.308,2734658.148,2242387.986,3417824.049,2381091.289
2023,,628648.8998,1086188.7,692554.535,390754.5541,520345.4622,650266.8768,565068.3987,703437.1195,575303.3196,316027.0462,206025.9306
,Tamworth,26520488.62,42354100.31,26523209.42,14741483.96,21462294.93,23944805.56,20271283.84,25763682.32,21919048.47,29524139.14,26004043.43
2010,,1578499.894,2500127.212,1559235.746,939769.4822,1279562.285,NAN,NAN,NAN,NAN,1700130.922,1578931.981
2011,,1559495.723,2489498.761,1540682.353,919920.2021,1255350.568,NAN,NAN,NAN,NAN,1719239.443,1557524.974
2012,,1605222.782,2540595.329,1591670.316,934140.3209,1302233.786,1651338.31,1401354.232,1775176.276,1515897.578,1756331.039,1604037.184
2013,,1604326.976,2541904.443,1593512.733,922609.2142,1303557.439,1641496.833,1392405.988,1764803.658,1507062.173,1756695.411,1603711.01
2014,,1690071.65,2667939.222,1683798.475,966884.9174,1376423.44,1728597.519,1469758.199,1856531.465,1589121.11,1871905.031,1688507.901
2015,,1786420.688,2831623.692,1781353.236,1016076.738,1449649.883,1826546.125,1551425.175,1964220.211,1681148.698,1983933.341,1784573.614
2016,,1943864.877,3086485.661,1940181.396,1102518.405,1574812.154,1987240.616,1687853.769,2137596.942,1830035.543,2186370.082,1941591.197
2017,,2068487.921,3289445.547,2067524.488,1187230.91,1667667.355,2113933.903,1796437.828,2272697.754,1949767.428,2354526.64,2066970.282
2018,,2175761.274,3469018.439,2181413.531,1220819.077,1755951.57,2225068.909,1886846.885,2393559.106,2046267.733,2502594.89,2173374.266
2019,,2224110.364,3548886.086,2237724.086,1231135.64,1797398.945,2275350.5,1928835.84,2446827.472,2089514.559,2545387.047,2222847.212
2020,,2318468.911,3710493.705,2335648.757,1254671.277,1876694.49,2373119.854,2007739.291,2554346.13,2174396.602,2651521.989,2323449
2021,,2475038.259,3996840.261,2487906.962,1298030.134,2005856.403,2536167.536,2139189.407,2732414.042,2310203.698,2884411.084,2470179.841
2022,,2779333.159,4516622.869,2804671.439,1394911.707,2245354.676,2854678.402,2396529.386,3077295.584,2570029.236,3309782.831,2753658.989
2023,,711386.1417,1164619.089,717885.9011,352765.936,571781.9362,731267.0519,612907.8423,788213.6825,655604.1095,301309.3939,234685.9805
,Tandridge,64264927.72,112314275,64406961.06,35258854.28,52057961.69,56697349.54,42411372.66,66599586.12,57356552.73,66368410.05,62958529.1
2010,,3682216.988,6351921.714,3608434.311,2129847.3,2954047.075,NAN,NAN,NAN,NAN,3648905.482,3681613.14
2011,,3678961.489,6412803.953,3602258.273,2096005.522,2940202.1,NAN,NAN,NAN,NAN,3778862.881,3670967.26
2012,,3754562.216,6505962.497,3700067.11,2124792.455,3025156.316,3731171.786,2810465.879,4379192.926,3812467.897,3863003.865,3746078.089
