Year ,Region,Sum of AveragePrice,Sum of DetachedPrice,Sum of SemiDetachedPrice,Sum of FlatPrice,Sum of TerracedPrice,Sum of MortgagePrice,Sum of FTBPrice,Sum of FOOPrice,Sum of CashPrice,Sum of NewPrice,Sum of OldPrice
2013,,3782140.531,6588058.523,3737026.239,2115272.997,3055542.409,3762635.47,2824129.507,4416241.045,3828807.44,3885191.132,3775387.549
2014,,4263733.822,7385962.155,4240621.014,2383801.225,3453584.954,4245150.127,3196742.864,4969512.785,4308562.818,4399349.766,4255058.406
2015,,4638969.334,8048070.363,4618478.563,2584364.902,3760662.324,4619169.103,3473766.61,5409934.211,4686618.399,4794708.247,4628810.341
2016,,5142952.075,8904324.434,5135423.799,2866393.269,4166600.494,5121556.732,3856859.769,5992877.968,5194402.648,5393033.552,5126766.57
2017,,5373749.963,9275666.34,5358282.496,3019033.146,4332741.333,5346320.866,4043674.706,6247192.416,5440698.624,5734114.878,5351937.247
2018,,5497236.002,9528273.909,5518940.721,3048445.271,4447723.125,5470447.398,4121213.425,6407749.655,5562017.011,5939202.466,5469346.244
2019,,5300121.336,9222030.605,5345769.749,2907255.794,4301626.977,5278244.933,3960663.985,6192239.967,5350611.767,5695939.893,5276486.746
2020,,5470137.586,9589270.167,5550923.766,2943341.843,4460178.508,5454305.642,4066756.398,6414749.485,5501631.985,5794781.391,5448182.586
2021,,5825635.188,10376740.89,5925943.833,3048433.61,4755168.933,5816151.349,4297453.03,6869715.197,5835899.849,6169588.452,5800608.743
2022,,6230795.462,11204133.08,6395571.315,3169867.761,5081074.347,6228614.447,4569628.333,7377085.828,6216241.387,6667427.108,6199829.093
2023,,1623715.723,2921056.344,1669219.868,821999.1827,1323652.796,1623581.683,1190018.159,1923094.639,1618592.9,604300.9335,527457.0901
,Teignbridge,37162073.55,54864524.96,36534600.79,21775712.5,28983883.74,32133017.9,26454594.55,43827627.04,33373094.31,44322892.41,35916070.94
2010,,2393711.685,3460082.462,2325894.817,1499217.049,1876800.485,NAN,NAN,NAN,NAN,2743268.886,2370617.072
2011,,2337795.287,3402750.629,2270239.969,1449820.34,1824319.83,NAN,NAN,NAN,NAN,2748202.787,2310432.383
2012,,2336625.425,3397695.76,2279054.31,1430541.821,1832134.23,2308076.355,1918849.705,4399945.782,2370079.015,2723243.327,2311411.284
2013,,2394967.661,3486659.058,2341770.179,1447282.443,1882933.482,2366566.742,1962904.952,4509219.077,2424299.025,2807836.799,2365725.557
2014,,2500804.026,3646898.965,2451730.908,1498581.703,1965137.271,2473157.612,2052085.545,4705590.73,2528647.504,2955186.138,2466371.126
2015,,2583904.372,3789750.488,2536047.636,1537356.369,2022359.197,2555715.064,2115354.313,4850023.203,3272023.427,3047469.411,2547142.518
2016,,2722246.215,4003528.271,2672916.31,1616250.475,2124546.087,2693266.213,2228599.296,3040541.425,2751399.846,3247819.752,2680796.024
2017,,2835190.207,4178497.394,2773694.417,1706566.313,2197289.087,2804693.01,2319542.373,3167632.37,2865921.3,3435449.885,2787518.976
2018,,2931690.712,4330090.314,2886189.684,1731226.798,2275143.075,2903447.914,2396171.92,3277451.932,2959573.962,3607035.789,2880975.575
2019,,2948928.029,4368899.148,2909806.038,1718965.072,2289146.401,2921142.674,2405427.464,3301063.804,2975862.714,3653855.144,2895355.97
2020,,3040521.59,4524273.748,3010007.898,1733547.863,2363663.718,3016184.237,2474092.425,3409818.676,3062041.055,3767697.165,2982451.465
2021,,3356845.421,5040789.469,3320881.865,1858341.001,2612506.523,3334264.543,2719769.916,3776828.912,3374468.07,4225715.065,3286146.873
2022,,3798842.071,5750226.789,3776920.476,2029078.196,2956361.033,3779746.297,3069405.395,4284679.698,3808726.202,4904865.829,3708993.31
2023,,980000.8487,1484382.464,979446.2864,518937.06,761543.3239,976757.2406,792391.2512,1104831.436,980052.1885,455246.4305,322132.8079
,Telford and Wrekin,25199540.52,39008450.99,22465166.87,12673884.23,19351061.56,22601634.34,17956346.19,24749240.29,20351029.25,31017726.28,23809786.83
2010,,1675301.224,2570840.542,1479514.289,899981.8486,1297221.421,NAN,NAN,NAN,NAN,1986968.326,1627825.079
2011,,1619376.295,2510706.34,1426600.09,857086.051,1244652.249,NAN,NAN,NAN,NAN,1972018.118,1566280.079
2012,,1594507.355,2455114.481,1410415.373,836476.8534,1233583.734,1640526.701,1309851.696,1798504.303,1490208.762,1930811.418,1544202.453
2013,,1612502.513,2487534.625,1426928.85,833878.0821,1248152.154,1661134.739,1323875.899,1820364.098,1504430.986,1965694.733,1559279.366
2014,,1676799.185,2575524.739,1490287.035,867039.0007,1297802.312,1727478.735,1380738.265,1889806.822,1564225.51,2053712.301,1619724.982
2015,,1724066.768,2656521.789,1534313.759,887376.7961,1328165.969,1775721.06,1417004.285,1945150.838,1609285.415,2111435.063,1664708.456
2016,,1806314.547,2786519.596,1610597.327,924578.1055,1388077.012,1860816.709,1483967.582,2038468.17,1685250.939,2233885.998,1741121.374
2017,,1888680.822,2922029.242,1681728.134,978000.6051,1444458.528,1947018.512,1548511.403,2133662.851,1759134.366,2364215.662,1816872.109
2018,,1948671.583,3017451.624,1741513.021,991334.4358,1488535.435,2009933.111,1597145.596,2201917.06,1812843.732,2465780.645,1871492.237
2019,,2010251.238,3108498.554,1802140.77,1005562.059,1535436.797,2074664.743,1647045.459,2270588.753,1867519.841,2560767.032,1928198.393
2020,,2089573.98,3231938.942,1876770.059,1017287.692,1601567.85,2157498.741,1711691.056,2360453.77,1939367.404,2665742.55,2007897.271
2021,,2290780.114,3567243.782,2052763.236,1084182.303,1756271.332,2367862.568,1872896.226,2592139.922,2119255.166,2967343.023,2193904.748
2022,,2579885.311,4040654.112,2317621.663,1183731.895,1969859.769,2670851.878,2106545.523,2923643.867,2374436.823,3421874.496,2455286.404
2023,,682829.5859,1077872.623,613973.2713,307368.502,517277.0001,708126.84,557073.2006,774539.8346,625070.3059,317476.9121,212993.8825
,Tendring,31149495.49,42155313.7,29746686.63,17989421.32,24304125.06,28055814.38,23144688.25,29910053.11,26865926.41,37990662.65,30371922.62
2010,,1867031.272,2471228.371,1776358.217,1155708.976,1467579.145,NAN,NAN,NAN,NAN,2167840.35,1860326.055
2011,,1853565.768,2469283.238,1760669.741,1134889.242,1451405.899,NAN,NAN,NAN,NAN,2216732.806,1844383.823
2012,,1839998.24,2450007.858,1754851.345,1114486.093,1446828.366,1883815.789,1567643.821,2006090.536,1813836.124,2190841.643,1831347.022
2013,,1832902.715,2444142.713,1749662.752,1099243.11,1442180.206,1870925.463,1554057.364,1991766.949,1798912.536,2198356.785,1823569.638
2014,,1938257.254,2596544.931,1846361.579,1151387.938,1522552.748,1979260.439,1644211.274,2105910.588,1901829.058,2343833.115,1927576.084
2015,,2078884.649,2798311.228,1979832.23,1224342.144,1624414.356,2122182.978,1759432.192,2261125.465,2040207.548,2518780.958,2067012.067
2016,,2279290.317,3078565.087,2169129.31,1335494.62,1775073.352,2325206.234,1928727.964,2479297.437,2238247.221,2784349.828,2265685.609
2017,,2556614.44,3457115.856,2426858.99,1513011.633,1975527.948,2605945.794,2164967.307,2779315.163,2512600.963,3158452.153,2540652.632
2018,,2651707.828,3593809.618,2531201.107,1539896.085,2051686.616,2705788.164,2239868.03,2887080.552,2603283.68,3314326.478,2636004.453
2019,,2627143.059,3568709.494,2513992.629,1503823.102,2036769.552,2682965.095,2215886.258,2863304.868,2576852.925,3327191.308,2608873.669
2020,,2653523.702,3611562.469,2546077.208,1491869.181,2067354.328,2713656.101,2233418.307,2896614.91,2599095.271,3363853.692,2639895.151
2021,,2884367.274,3957236.839,2763611.802,1576994.52,2252246.3,2956110.396,2419150.278,3156960.808,2817615.342,3719945.501,2863599.078
2022,,3229872.757,4468983.462,3104207.95,1702296.96,2524734.327,3325294.621,2700491.965,3543850.862,3135734.447,4284977.981,3184430.068
2023,,856336.2214,1189812.535,823871.7722,445977.7122,665771.9139,884663.3102,716833.4888,938734.9756,827711.2926,401180.0531,278567.267
,Test Valley,47197415.66,74121956.42,44163799.57,25524590.08,36374561.65,42765955.19,32705787.16,47436913.53,38873355.65,50284061.48,45647303.63
2010,,2848149.018,4416008.172,2626106.244,1644146.887,2199678.786,NAN,NAN,NAN,NAN,2903617.965,2830222.381
2011,,2817222.669,4413045.657,2590063.253,1602140.376,2158178.469,NAN,NAN,NAN,NAN,2955281.718,2791723.97
2012,,2810062.294,4379538.436,2596066.896,1583049.659,2170624.469,2877435.942,2214513.795,3198049.51,2651445.643,2930280.032,2787144.182
2013,,2850210.333,4448631.223,2635605.688,1581366.131,2204401.267,2926248.087,2248200.065,3250841.305,2689886.316,2990485.225,2823485.426
2014,,3056694.081,4751503.006,2839901.519,1693128.278,2369230.92,3140890.163,2418684.026,3481003.582,2878893.254,3242714.201,3021450.037
2015,,3329916.734,5194461.445,3097532.981,1833830.212,2573645.536,3422209.619,2629983.174,3795610.851,3134933.126,3539880.409,3289221.688
2016,,3561058.734,5555245.51,3322015.355,1960442.3,2746547.787,3660086.418,2815474.412,4056673.085,3351880.003,3829594.602,3509382.029
2017,,3819516.062,5957143.638,3564224.836,2128677.894,2927148.552,3926150.179,3025195.137,4345506.006,3595766.141,4143984.248,3750563.727
2018,,3894087.284,6090613.662,3651458.755,2127014.798,2995664.078,4008001.651,3074640.405,4439988.746,3653109.948,4286290.736,3820357.051
2019,,3900152.493,6117843.181,3671447.025,2102384.378,3002288.617,4016439.985,3074267.963,4452164.67,3653376.565,4298908.962,3826826.587
2020,,4014565.229,6322375.414,3792610.258,2115354.322,3097395.505,4138617.859,3154086.26,4593478.253,3748534.186,4434269.718,3940394.284
2021,,4297402.142,6843491.863,4060052.371,2192227.642,3317983.511,4438344.941,3363481.438,4930812.651,3990882.3,4797275.897,4207258.005
2022,,4778903.431,7668485.079,4552621.187,2359355.579,3679266.591,4947373.713,3731189.988,5494109.286,4405832.252,5434880.954,4651933.408
2023,,1219475.156,1963570.132,1164093.2,601471.6279,932507.5669,1264156.636,956070.4987,1398675.58,1118815.917,496596.8146,397340.8544
,Tewkesbury,39697455.33,61644507.98,36966207.9,19438073.03,29140835.8,35703338.47,26799683.89,39858625.42,33986036.06,54900985.04,37050852.93
2010,,2328220.816,3552695.981,2161851.289,1232368.512,1719977.8,NAN,NAN,NAN,NAN,3049791.241,2239814.08
2011,,2289390.581,3518850.143,2119829.008,1189380.299,1689182.229,NAN,NAN,NAN,NAN,3090305.59,2193584.679
2012,,2389268.071,3664702.023,2217290.975,1221068.9,1768463.741,2427549.375,1839084.33,2713381.739,2341114.491,3210680.584,2291291.726
2013,,2434219.662,3737461.614,2260696.789,1228320.338,1803532.477,2468429.681,1866674.058,2758091.631,2374763.87,3304324.126,2328613.636
2014,,2613961.899,4013182.515,2431769.821,1311965.984,1937404.058,2654238.477,2006659.642,2960201.281,2543442.135,3591000.421,2493506.246
2015,,2740578.424,4221088.838,2547857.367,1368121.035,2027635.827,2783276.486,2102573.871,3104526.671,2665872.514,3762312.488,2613315.105
2016,,2964154.256,4572790.089,2757054.234,1479470.973,2187588.84,3011054.264,2275617.263,3356748.348,2882110.203,4107606.663,2822445.809
2017,,3093852.027,4798698.366,2866898.056,1563726.506,2265557.828,3145654.362,2374259.643,3503379.481,3003435.901,4345774.721,2936592.16
2018,,3253013.161,5059621.96,3028213.342,1611155.81,2378359.373,3308939.398,2487329.997,3691363.751,3155980.999,4639416.572,3085915.577
2019,,3276088.385,5097409.604,3059764.821,1599125.261,2393488.175,3333798.726,2502552.639,3719763.922,3175610.005,4690077.448,3105565.631
2020,,3373158.454,5249807.973,3157952.918,1615208.033,2473108.787,3435996.677,2575384.99,3831376.058,3261676.394,4850531.844,3198976.926
2021,,3726901.915,5861882.534,3480043.485,1722573.936,2722378.322,3801532.043,2831038.839,4248946.001,3591096.518,5448765.714,3517946.228
2022,,4147509.578,6586929.711,3879795.274,1832152.999,3006027.872,4240083.486,3133881.208,4747540.623,3972680.569,6232968.77,3886316.499
2023,,1067138.101,1709386.625,997190.5207,463434.4474,768130.4695,1092785.499,804627.4158,1223305.91,1018252.463,577428.8631,336968.6282
,Thanet,32754072.76,54223247.35,37449624.32,21357650.66,29637886.3,29644929.18,24619775.36,33374058.22,28656932,41992822.29,31865568.81
2010,,1808150.574,2901318.549,2022651.234,1255399.678,1625766.099,NAN,NAN,NAN,NAN,2234304.985,1798467.502
2011,,1756852.87,2846108.274,1971260.928,1208548.891,1572400.439,NAN,NAN,NAN,NAN,2233691.789,1745438.726
2012,,1741616.312,2813852.672,1962234.108,1183216.258,1571317.999,1752850.326,1473042.856,1970448.779,1712690.998,2201122.258,1730609.169
2013,,1783437.923,2890295.301,2016054.643,1195401.825,1611639.455,1805634.254,1511073.215,2030518.058,1759312.055,2255590.759,1771831.467
2014,,1986201.664,3227198.396,2245830.01,1322417.356,1798633.948,2012907.613,1684767.933,2259637.667,1957322.385,2525791.214,1972934.342
2015,,2140910.941,3504627.456,2427934.256,1418063.714,1931685.723,2169040.644,1813237.962,2438265.558,2110407.146,2729476.842,2125430.915
2016,,2425553.446,3988988.916,2754091.373,1603444.891,2183464.185,2457103.377,2054564.566,2762155.061,2391333.652,3121630.213,2407273.926
2017,,2665131.873,4386440.105,3016070.677,1782737.06,2380641.793,2695897.724,2257620.581,3034508.569,2631880.903,3457641.184,2643643.652
2018,,2841941.692,4700190.114,3246970.911,1869849.555,2548774.394,2879906.694,2402967.146,3241092.135,2800440.325,3727914.215,2818820.005
2019,,2841141.62,4722900.328,3265094.827,1846082.217,2558198.81,2883453.523,2397926.662,3246955.118,2794188.926,3772071.793,2817163.221
2020,,2890193.372,4835111.993,3347479.323,1842511.959,2618457.357,2940671.022,2432633.718,3313155.098,2832629.574,3819020.794,2864815.484
2021,,3238082.377,5475558.838,3755473.64,2020522.668,2962944.439,3303097.749,2717104.876,3724834.53,3162317.941,4349557.041,3208635.244
2022,,3680325.947,6292258.387,4301309.58,2233265.895,3394964.357,3766678.734,3077583.912,4249361.161,3577634.556,5090053.765,3642607.949
2023,,954532.1469,1638398.022,1117168.817,576188.6926,878997.3033,977687.5245,797251.9332,1103126.482,926773.5389,474955.4354,317897.2063
,Three Rivers,72144950.52,137660740,71307306.23,40860951.9,54442668.71,66449571.96,49108380.26,76712920.06,58426736.53,82768675.65,70018938.81
2010,,3829097.043,7260764.175,3701469.183,2284284.637,2872841.051,NAN,NAN,NAN,NAN,4145234.736,3788904.135
2011,,3936029.351,7575590.175,3798843.209,2316584.65,2924837.303,NAN,NAN,NAN,NAN,4449777.627,3891954.031
2012,,3991985.454,7579206.841,3871974.822,2339854.076,2995116.946,4119283.179,3049324.97,4761764.949,3668508.978,4509991.821,3948648.307
2013,,4207601.309,8027280.513,4082375.792,2439939.436,3162358.483,4330830.864,3203570.12,5007319.106,3851952.489,4805772.517,4160275.46
2014,,4686924.825,8839397.185,4577805.906,2715998.383,3542118.085,4828871.681,3586802.112,5562632.59,4279522.417,5399205.29,4630467.364
2015,,5335368.007,10043049.7,5235436.377,3082988.356,4029313.272,5496398.784,4083610.013,6331349.833,4872491.492,6167063.597,5266405.289
2016,,6066107.787,11371720.96,5975259.768,3506927.712,4580981.733,6249767.205,4658516.151,7183044.522,5538240.014,7114819.264,5979601.732
2017,,6302650.699,11815984.94,6190775.59,3672452.026,4729775.456,6494119.656,4847636.262,7458248.155,5752240.303,7541446.626,6200509.353
2018,,6228574.185,11721587.42,6166865.928,3565368.225,4696522.595,6426049.685,4782634.168,7381032.453,5660189.016,7388882.881,6130804.831
2019,,6142077.878,11594020.63,6105029.106,3491045.044,4631819.052,6339490.135,4707623.643,7289667.771,5572608.133,7377864.373,6040450.799
2020,,6103662.241,11697268.87,6125640.085,3362767.587,4630060.107,6306753.134,4643819.278,7290989.532,5514557.108,7171803.949,6028266.892
2021,,6505153.479,12716669.28,6544931.711,3492205.92,4942933.224,6729283.206,4916961.325,7817040.594,5850955.582,7666036.522,6422676.85
2022,,7048584.621,13943665.89,7144790.567,3670756.377,5364464.351,7302941.958,5301115.799,8506909.718,6296953.913,8301425.491,6956021.96
2023,,1761133.641,3474533.399,1786108.183,919779.4709,1339527.048,1825782.475,1326766.423,2122920.84,1568517.084,729350.9536,573951.8075
,Thurrock,36654694.27,70087902.21,44714349.2,24307446.62,36297587.74,33142125.49,29206737.01,37543759.53,31120137.78,46694044.47,35228735.28
2010,,1934431.206,3615293.608,2295638.482,1361690.154,1900693.543,NAN,NAN,NAN,NAN,2375745.273,1900726.409
2011,,1926284.586,3637745.93,2293900.317,1344469.317,1890102.371,NAN,NAN,NAN,NAN,2438480.238,1889000.899
2012,,1964838.484,3689632.978,2346809.188,1352596.457,1936534.227,1987294.82,1760101.913,2241608.358,1878361.136,2472539.588,1928103.841
2013,,2003860.734,3770427.838,2402529.168,1365659.104,1980743.195,2023754.259,1790865.326,2282146.484,1909246.03,2529409.343,1966044.805
2014,,2182892.125,4098640.516,2625732.785,1481905.099,2160397.842,2204998.854,1952089.898,2484390.163,2077810.105,2755194.891,2141762.939
2015,,2513767.25,4754283.679,3036470.925,1701194.568,2481163.789,2539056.352,2244434.992,2865920.065,2393386.551,3183474.246,2465629.819
2016,,2949371.19,5585734.074,3569678.315,1995262.653,2907199.772,2978799.455,2633524.664,3362303.511,2809249.354,3769741.52,2890720.159
2017,,3103525.002,5872354.896,3749366.072,2121074.451,3041460.213,3133503.229,2773718.321,3532045.718,2961902.99,4008617.06,3039506.422
2018,,3220243.73,6127586.639,3926457.94,2160907.324,3171192.01,3252786.036,2872680.833,3675266.487,3065362.789,4229756.658,3149333.427
2019,,3203225.516,6117897.355,3927310.392,2121549.121,3163191.182,3235927.589,2853349.03,3662718.222,3047063.993,4242540.162,3129821.868
2020,,3266873.634,6296580.883,4039291.564,2112681.735,3244887.678,3301039.979,2902316.387,3750971.564,3102048.006,4326116.754,3196474.422
2021,,3520812.229,6884561.958,4378366.58,2217445.876,3525892.436,3560163.947,3120387.169,4058940.725,3323416.49,4688794.751,3441799.583
2022,,3856496.702,7634619.223,4852364.2,2357744.894,3880188.567,3904001.337,3411657.013,4461156.85,3610661.738,5190321.864,3761641.541
2023,,1008071.882,2002542.629,1270433.275,613265.8668,1013940.912,1020799.635,891611.4704,1166291.382,941628.601,483312.123,328169.1446
,Tonbridge and Malling,51108222.4,86634374.3,50997076.96,31375988.15,41886123.22,45996369.42,36279183.96,51200690.34,43802043.1,56663110.43,49552944.85
2010,,2808114.542,4685807.001,2763455.734,1824479.254,2309816.386,NAN,NAN,NAN,NAN,2984418.144,2795880.494
2011,,2871787.694,4842499.116,2820048.185,1857081.974,2348974.739,NAN,NAN,NAN,NAN,3137426.263,2849970.943
2012,,2918175.829,4899221.119,2874450.95,1866404.45,2397478.203,2944296.793,2341812.466,3272982.74,2832591.942,3179259.334,2896586.891
2013,,3006604.412,5059720.258,2962447.27,1897392.75,2473653.689,3037961.13,2411441.878,3377414.255,2917554.452,3299801.617,2978997.509
